"","V12","V14","V21","V48","V56","V60","V66","V69","V70","V100","V105","V107","V123","V132","V139","V140","V142","V162","V176","V209","V214","V240","V269","V273","V274","V291","V297","V298","V307","V309","V332","V336","V345","V386","V398","V416","V418","V420","V429","V460","V470","V480","V481","V502","V507","V509","V517","V522","V529","V553","V554","V559","V565","V572","V580","V584","V607","V615","V623","V635","V643","V654","V656","V664","V667","V674","V675","V679","V688","V689","V699","V703","V705","V709","V727","V728","V729","V731","V732","V751","V753","V776","V778","V791","V793","V796","V801","V844","V853","V857","V861","V867","V868","V873","V877","V883","V887","V894","V924","V942","V948","V961","V964","V988","V991","V994","V1022","V1046","V1047","V1065","V1067","V1075","V1077","V1086","V1131","V1139","V1151","V1160","V1166","V1180","V1197","V1204","V1219","V1223","V1234","V1238","V1260","V1269","V1283","V1316","V1323","V1324","V1340","V1351","V1362","V1368","V1371","V1374","V1393","V1397","V1404","V1411","V1418","V1423","V1442","V1446","V1452","V1470","V1487"
"1","ENSG00000138622.3","ENSG00000163497.2","ENSG00000144407.9","ENSG00000110092.3","ENSG00000162728.4","ENSG00000121807.5","ENSG00000188375.4","ENSG00000039068.18","ENSG00000135902.9","ENSG00000104368.17","ENSG00000174697.4","ENSG00000170175.10","ENSG00000095752.6","ENSG00000073008.14","ENSG00000108179.13","ENSG00000106462.10","ENSG00000070193.4","ENSG00000116824.4","ENSG00000146276.11","ENSG00000074219.13","ENSG00000081041.8","ENSG00000137285.9","ENSG00000082014.16","ENSG00000131409.12","ENSG00000176170.13","ENSG00000164692.17","ENSG00000137825.10","ENSG00000115602.16","ENSG00000075213.10","ENSG00000051180.16","ENSG00000116741.7","ENSG00000162337.11","ENSG00000110076.18","ENSG00000138166.5","ENSG00000116106.11","ENSG00000130427.2","ENSG00000174564.12","ENSG00000008394.12","ENSG00000163558.12","ENSG00000100697.14","ENSG00000115825.9","ENSG00000184995.7","ENSG00000116991.10","ENSG00000112769.18","ENSG00000102096.9","ENSG00000180340.6","ENSG00000090776.5","ENSG00000105664.10","ENSG00000058091.16","ENSG00000124198.8","ENSG00000197905.8","ENSG00000107831.12","ENSG00000196917.5","ENSG00000150093.18","ENSG00000105810.9","ENSG00000101405.3","ENSG00000169047.5","ENSG00000172724.11","ENSG00000049283.17","ENSG00000173083.14","ENSG00000158815.10","ENSG00000278705.1","ENSG00000129675.15","ENSG00000102879.15","ENSG00000142156.14","ENSG00000184113.9","ENSG00000181274.6","ENSG00000135333.13","ENSG00000075073.14","ENSG00000198515.13","ENSG00000100055.20","ENSG00000143507.17","ENSG00000141736.13","ENSG00000105122.12","ENSG00000065325.12","ENSG00000159899.14","ENSG00000111344.11","ENSG00000100625.8","ENSG00000244067.2","ENSG00000081051.7","ENSG00000196230.12","ENSG00000118260.14","ENSG00000180209.11","ENSG00000135423.12","ENSG00000145604.15","ENSG00000185989.10","ENSG00000181631.6","ENSG00000110799.13","ENSG00000197442.9","ENSG00000171509.15","ENSG00000162409.10","ENSG00000050555.17","ENSG00000137809.16","ENSG00000008517.16","ENSG00000116032.5","ENSG00000114812.12","ENSG00000113594.9","ENSG00000124762.13","ENSG00000173210.19","ENSG00000005844.17","ENSG00000048052.21","ENSG00000167034.9","ENSG00000213937.3","ENSG00000145623.12","ENSG00000185033.14","ENSG00000143995.19","ENSG00000158769.17","ENSG00000163501.6","ENSG00000176014.12","ENSG00000197921.5","ENSG00000170289.12","ENSG00000181847.11","ENSG00000152785.6","ENSG00000171051.8","ENSG00000070018.8","ENSG00000168907.13","ENSG00000147010.17","ENSG00000164086.9","ENSG00000070388.11","ENSG00000005073.5","ENSG00000164120.13","ENSG00000168135.4","ENSG00000163873.9","ENSG00000188389.10","ENSG00000109321.10","ENSG00000038945.14","ENSG00000136695.14","ENSG00000121361.3","ENSG00000158473.6","ENSG00000137841.11","ENSG00000116701.14","ENSG00000114554.11","ENSG00000196787.3","ENSG00000100448.3","ENSG00000037280.15","ENSG00000272196.2","ENSG00000077264.14","ENSG00000171777.15","ENSG00000004468.12","ENSG00000139567.12","ENSG00000149782.11","ENSG00000164867.10","ENSG00000089250.18","ENSG00000142173.14","ENSG00000275152.4","ENSG00000142185.16","ENSG00000108797.11","ENSG00000101333.16","ENSG00000110148.9"
